action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,frequency,potential_crash_before_intervention,potential_crash_after_intervention
swerve_right,False,False,False,True,False,False,True,False,True,cruise,1.0,0,False,False
swerve_right,False,True,False,True,False,False,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,True,True,False,False,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,True,True,True,False,False,True,False,True,cruise,1.0,0,False,False
swerve_right,False,False,False,False,True,False,True,False,True,keep,1.0,0,False,False
swerve_right,False,True,False,False,True,False,True,False,True,keep,1.0,0,False,False
swerve_right,False,False,True,False,True,False,True,False,True,keep,1.0,0,False,False
swerve_right,False,True,True,False,True,False,True,False,True,swerve_left,1.0,0,False,False
swerve_right,False,False,False,True,True,False,True,False,True,swerve_left,1.0,0,False,False
change_to_right,False,False,True,True,True,False,True,True,True,keep,1.0,2501,True,False
swerve_right,False,True,False,True,True,False,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,True,True,True,False,True,False,True,change_to_right,1.0,0,False,True
swerve_right,False,True,True,True,True,False,True,False,True,cruise,1.0,0,False,False
swerve_right,False,False,False,False,False,True,True,False,True,keep,0.0018485755012232,0,False,False
swerve_right,False,True,False,False,False,True,True,False,True,swerve_left,1.0,0,False,False
swerve_right,False,False,True,False,False,True,True,False,True,keep,1.0,0,False,False
swerve_right,False,True,True,False,False,True,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,False,True,False,True,True,False,True,change_to_right,1.0,0,False,True
swerve_right,False,True,False,True,False,True,True,False,True,cruise,1.0,0,False,False
swerve_right,False,False,True,True,False,True,True,False,True,cruise,1.0,0,False,False
change_to_left,False,False,True,True,True,False,True,True,True,cruise,1.0,2523,True,False
swerve_right,False,True,True,True,False,True,True,False,True,change_to_right,1.0,0,False,False
swerve_right,False,False,False,False,True,True,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,True,False,False,True,True,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,True,False,True,True,True,False,True,cruise,1.0,0,False,True
swerve_right,False,True,True,False,True,True,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,False,True,True,True,True,False,True,cruise,1.0,0,False,False
swerve_right,False,True,False,True,True,True,True,False,True,keep,1.0,0,False,False
swerve_right,False,False,True,True,True,True,True,False,True,keep,1.0,0,False,False
swerve_right,False,True,True,True,True,True,True,False,True,keep,1.0,12,False,False
change_to_right,False,False,True,True,True,True,False,True,True,change_to_right,1.0,2500,True,True
change_to_left,False,False,True,True,True,True,False,True,True,swerve_left,1.0,2500,True,False
change_to_right,False,False,True,True,True,True,True,True,True,cruise,1.0,2607,True,False
cruise,False,False,False,False,False,True,False,True,True,keep,1.0,2500,True,False
change_to_left,False,False,True,True,True,True,True,True,True,keep,1.0,2656,True,False
change_to_right,False,True,False,False,False,False,False,True,True,change_to_left,1.0,2500,True,True
cruise,False,True,False,False,False,False,False,True,True,keep,1.0,2500,True,False
change_to_left,False,True,False,False,False,False,False,True,True,change_to_left,1.0,2500,True,True
change_to_right,False,True,False,False,False,False,True,True,True,change_to_right,1.0,2504,True,True
cruise,False,True,False,False,False,False,True,True,True,swerve_right,1.0,2500,True,False
change_to_left,False,True,False,False,False,False,True,True,True,change_to_right,1.0,2500,True,True
change_to_right,False,True,False,False,False,True,False,True,True,change_to_right,1.0,2500,True,True
cruise,False,True,False,False,False,True,False,True,True,swerve_right,1.0,2500,True,False
change_to_left,False,True,False,False,False,True,False,True,True,cruise,1.0,2500,True,True
change_to_left,False,False,False,False,False,True,False,True,True,swerve_left,1.0,2500,True,False
change_to_right,False,True,False,False,False,True,True,True,True,swerve_left,1.0,3123,True,False
cruise,False,True,False,False,False,True,True,True,True,swerve_right,1.0,3516,True,False
change_to_left,False,True,False,False,False,True,True,True,True,change_to_right,1.0,2503,True,True
change_to_right,False,True,False,False,True,False,False,True,True,change_to_left,1.0,2502,True,True
cruise,False,True,False,False,True,False,False,True,True,change_to_right,1.0,2500,True,True
change_to_left,False,True,False,False,True,False,False,True,True,change_to_right,1.0,2500,True,True
change_to_right,False,True,False,False,True,False,True,True,True,change_to_right,1.0,2581,True,True
cruise,False,True,False,False,True,False,True,True,True,change_to_right,1.0,2575,True,True
change_to_left,False,True,False,False,True,False,True,True,True,keep,1.0,2542,True,False
change_to_right,False,True,False,False,True,True,False,True,True,swerve_right,1.0,2524,True,False
