action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,elapsed_time,group_id,ranking,frequency,potential_crash_before_intervention,potential_crash_after_intervention,best_intervention
change_to_left,False,True,True,False,True,False,True,True,True,change_to_left,1.0,3.025288820266724,132,6,NA,True,True,
cruise,False,True,True,False,True,True,False,True,True,keep,0.000999,4.058175563812256,133,1,2501,True,False,*
cruise,False,True,True,False,True,True,False,True,True,swerve_left,0.0010047030467815,4.041309356689453,133,2,NA,True,False,
cruise,False,True,True,False,True,True,False,True,True,swerve_right,0.0011323641295041,4.060372829437256,133,3,NA,True,False,
cruise,False,True,True,False,True,True,False,True,True,change_to_left,0.8762122002491184,4.006057977676392,133,4,NA,True,True,
cruise,False,True,True,False,True,True,False,True,True,change_to_right,0.8805930435374102,4.045387983322144,133,5,NA,True,False,
cruise,False,True,True,False,True,True,False,True,True,cruise,1.0,3.004551887512207,133,6,NA,True,True,
change_to_left,False,True,True,False,True,True,False,True,True,keep,0.000999,4.093874216079712,134,1,2500,True,False,*
change_to_left,False,True,True,False,True,True,False,True,True,swerve_left,0.0010048759024043,4.087043285369873,134,2,NA,True,False,
change_to_left,False,True,True,False,True,True,False,True,True,swerve_right,0.0011323641295041,4.0460522174835205,134,3,NA,True,False,
change_to_left,False,True,True,False,True,True,False,True,True,cruise,0.2187819116006017,4.061408519744873,134,4,NA,True,True,
change_to_left,False,True,True,False,True,True,False,True,True,change_to_right,0.8805907530515669,4.028193712234497,134,5,NA,True,False,
